id,condition,Yaw,Pitch,Roll,TwistX,TwistY,TwistZ,AvgVelocity,MaxVelocity,AvgAccel,MaxAccel,AvgArea,COGZ,PathLengthDifference,RangeX,RangeY,RangeZ,TimeElapsed,Joint7_Distance,Joint6_Distance,Joint5_Distance,Joint4_Distance,Joint3_Distance,Joint2_Distance,Joint1_Distance
P19,E,87.97292972,2.450829745,82.71688163,0.038882579,0.001959697,-0.024545451,0.711224577,1.503413094,2.784629682,59.07946859,0.117005995,0.345628043,2.753349619,0.390710218,0.422249887,0.67706903,8.962575436,3.394347319,2.261732786,0.00034285,5.04732437,0.119569543,0.007455038,2.11E-06
P19,F,92.11822191,0.014484588,93.83778546,0.029260564,0.002444518,-0.031143934,0.958610739,9.55384929,11.32718011,97.71176522,0.102608767,0.320468306,0.261309582,0.337745497,0.029630734,0.33917163,10.43743491,0.065586706,1.212726642,0.00016833,1.47021573,0.01388924,1.695515564,9.32E-05
P19,G,91.86263029,-0.00728726,89.08129063,0.02143618,0.003127325,-0.016334527,0.108948855,1.086353869,2.976733619,60.86210549,0.114867362,0.29109988,0.106449578,0.278557601,0.040793203,0.236047998,12.99920273,0.057856959,0.897123034,0.00023824,1.14266868,0.000175769,0.977694152,6.51E-06
P19,H,92.79874278,3.23875349,97.4968994,0.100324813,0.01213041,-0.106895126,3.519877409,9.558905171,83.76565836,462.2794929,0.116361594,0.275024807,0.087056387,0.295157319,0.03538881,0.323100504,2.914110661,0.049218406,1.088674191,0.00012353,1.17554195,0.030164011,1.223278645,0.07366649
P20,A,92.65308367,2.174275534,79.72043348,0.153076212,0.003523106,-0.075617141,2.06653367,9.518762502,30.3626422,478.7039678,0.076738749,0.260860472,0.236619582,0.391232568,0.05861491,0.337132817,2.658065081,0.141822146,1.37728091,7.30E-05,1.99444081,0.067344841,0.185768266,7.62E-05
P20,B,92.03705489,0.188995615,122.2972411,0.045207852,0.004994089,-0.045751532,1.10493914,7.457856093,14.62475064,229.5706907,0.13040901,0.323813576,0.166858362,0.33884028,0.041401543,0.328844667,6.775165319,0.073188476,1.026762399,0.00012133,1.49578521,0.009951708,1.55040177,0.00060905
P20,C,91.70154333,0.104489653,105.6219919,0.078623755,0.010617518,-0.09718379,2.243232996,9.595023151,24.16822359,473.6058631,0.11436907,0.287109561,0.203878746,0.346155224,0.039526719,0.388601344,3.847250462,0.060195957,1.158130791,0.00011939,1.56692089,0.1777338,0.865167159,9.65E-05
P20,D,93.55791187,-2.134086978,109.3110189,0.058078097,0.012431873,-0.055625811,1.914915227,9.576728985,21.16197486,461.7009796,0.121635332,0.367730967,0.607905581,0.374983572,0.072127933,0.556274839,5.240020275,0.11103955,1.33093729,8.61E-05,1.74414678,0.055807801,1.967603406,0.00010019
P20,E,91.82216527,-0.179351852,94.33546607,0.043222178,0.00458313,-0.051689496,1.689044733,7.623190946,19.05223825,87.16221948,0.115324865,0.267970511,1.005852478,0.302842147,0.50096308,0.378884836,7.164355993,1.728903587,1.222411218,0.00027009,1.23012821,1.547328645,1.08669488,0.0001032
P20,F,96.50011033,-0.159097987,105.430564,0.043632969,0.007976713,-0.059575862,1.31279798,5.823847537,9.643866874,61.54570239,0.113250447,0.283829346,0.314751938,0.257175143,0.073077932,0.374669875,5.765602112,0.194671179,1.110037747,0.00017444,1.02055744,0.100921674,1.449643849,6.09E-05
P20,G,93.10892311,0.255163419,97.33599047,0.056927656,0.00511491,-0.059922206,0.634200639,3.71203454,10.95239419,63.83974215,0.123422385,0.2999064,0.032452975,0.298878801,0.027147883,0.315042793,5.244553328,0.045584792,1.063052703,8.17E-05,1.21400598,0.010077225,0.208127573,2.93E-05
P20,H,92.99045982,-0.599252226,114.4904987,0.117608577,0.020489512,-0.128916485,1.817611256,9.544962185,30.32981455,441.1343187,0.132221475,0.325730404,0.063809219,0.312042123,0.055056477,0.311809211,2.367962122,0.078502516,0.993336011,8.87E-05,1.20727402,0.03031767,1.032478991,3.98E-05
P21,D,90.5319903,-3.097326639,89.99681942,0.028531142,0.005739436,-0.02729889,0.34520541,2.129402837,5.984295562,72.62051391,0.124635013,0.326332557,0.369858561,0.313341426,0.09839975,0.332801184,10.89354968,0.54596669,1.089934551,0.00027146,1.20714536,0.680610629,0.085705974,2.38E-05
P21,E,93.06849546,-1.124748362,87.95546112,0.027924743,0.00465857,-0.031728672,0.25029227,1.868366215,3.668250171,63.64834206,0.120857157,0.290095631,0.307308818,0.173415592,0.063495304,0.188999836,5.872766972,0.32729987,0.65981291,0.00016803,0.83285039,0.01626126,0.00023959,6.50E-06
P21,F,92.83561692,0.006195267,88.04224577,0.044638254,0.008871739,-0.045443959,0.073432411,1.060313284,1.045977421,56.71891419,0.123429976,0.332635708,0.092293106,0.291918858,0.057762105,0.298602221,6.467824936,0.076996781,1.044249036,7.84E-05,1.06085928,9.62E-05,0.018212693,9.30E-07
P21,H,92.09470253,0.007522305,90.13135192,0.068571857,0.010717036,-0.064116467,0.120185438,1.0721513,2.153991414,57.79232773,0.121787201,0.33081274,0.062342994,0.303850072,0.05056528,0.296512355,4.441579819,0.071154871,1.077184248,7.47E-05,1.12020785,0.000166688,0.000116979,2.79E-06
P22,A,92.16053228,0.799766985,93.32856477,0.092610285,0.008403242,-0.111675116,1.534784159,9.614468977,21.94697605,125.8998208,0.125096992,0.307970118,0.226324806,0.300185553,0.030525015,0.421179926,3.222607136,0.0618609,1.168978779,0.00011352,1.37582575,0.056620771,0.324926034,4.59E-05
P22,B,89.63975731,0.12459607,85.36938076,0.065766616,-0.0010719,-0.072866009,0.296179961,1.878436042,5.207771432,60.55291204,0.118985034,0.326188246,0.032187309,0.272230472,0.016922081,0.301299549,4.080248117,0.041877202,1.060955177,6.81E-05,0.99453539,0.00720329,0.225843861,8.60E-06
P22,C,93.05567159,0.277042586,96.44674207,0.007889124,0.003973092,-0.015037118,0.50129444,2.12705088,8.233481952,64.04201298,0.125820898,0.323533792,0.801332162,0.305570573,0.053276907,0.333990861,4.036596298,0.107796353,2.046843363,0.00012255,2.23056759,0.010421521,0.128808576,1.70E-05
P22,D,46.77436862,-28.42981786,125.6552793,0.054401729,-0.015091189,-0.050810748,2.78463617,10.09946273,52.28993716,793.8902035,0.130760678,0.303271016,0.785238722,0.307021664,0.43494875,0.36609482,5.625397921,1.355827597,1.103766121,0.00023126,1.25311663,1.230946597,0.97892878,0.36701538
P22,E,100.5216013,0.333743203,84.13146828,0.062615458,0.021796478,-0.019626652,0.603758515,1.937587456,8.864842546,64.6600216,0.119654829,0.327127096,0.73665028,0.340998268,0.233111451,0.439154816,5.045083284,0.483404205,1.598315108,8.88E-05,1.48667026,0.016322505,0.288471292,1.88E-05
P22,F,94.36993457,0.227030142,90.16378852,0.052476377,0.009102112,-0.028919672,1.022439304,7.417694379,12.28448123,66.55144563,0.123343773,0.321841241,0.403481628,0.31028154,0.068274031,0.300056239,4.556233168,0.124446357,1.492594348,0.00013597,1.51658127,0.052392158,0.222813845,4.12E-05
P22,G,91.21559561,0.484065985,105.0705414,0.021613414,0.000688895,-0.035740562,0.729433412,2.908000573,11.46257643,65.60224943,0.116049088,0.26716549,0.686763662,0.373081261,0.045701736,0.388397922,6.913102388,0.145404441,1.906748558,0.00014037,2.68873222,0.024907527,1.516040025,4.13E-05
P22,H,93.38928041,0.92245367,114.9827364,-0.003571894,0.002466477,-0.021426485,1.136516404,4.94554094,13.00874686,64.85994952,0.117574037,0.302309425,1.115366152,0.419179537,0.038008845,0.385729901,6.056517839,0.081112469,2.239175242,0.00015108,3.32786748,0.190722762,1.828855159,5.34E-05
P23,A,89.74577033,-0.030275378,98.61933092,0.076908694,-0.000661717,-0.0791527,0.289976668,1.2120748,3.837476722,60.8858935,0.11263755,0.261982171,0.112120715,0.347695179,0.008640415,0.37333052,4.56520319,0.028307397,1.290578913,0.00011797,1.496180664,0.002711098,0.529876441,4.79E-06
P23,B,89.6772827,0.002513615,97.46404198,0.046905932,-0.001874458,-0.045646442,0.241953583,1.867145667,4.193546932,63.31442761,0.116593487,0.259719287,0.068338719,0.255899779,0.012763505,0.245816851,5.41348505,0.04702835,0.917331923,0.00013679,1.10759727,3.68E-05,0.361870121,6.52E-06
P23,C,89.36554093,0.001955268,100.4396416,0.055789438,-0.001464198,-0.077601424,0.355933433,1.892739402,5.71600777,61.5578154,0.117507783,0.297440908,0.068791092,0.268064084,0.014546745,0.379310545,4.868844986,0.052155232,1.173407728,0.00018147,1.09632034,0.000125701,0.134551629,1.03E-05
P23,D,94.17700023,3.381561542,95.68201901,0.026644872,-0.002954067,-0.033689655,0.47313093,1.660134317,7.514303487,62.2921738,0.111992935,0.322908927,0.365675074,0.329153796,0.200493867,0.377625236,11.10206056,0.401995039,1.217640125,0.00027411,1.3000921,1.773191782,0.77169668,3.04E-05
P23,E,88.79664102,0.046794282,93.57694628,0.028531508,0.008872388,-0.036716635,0.441921588,1.284392333,5.043579943,63.00289881,0.114582823,0.306434136,1.116298047,0.32216581,0.366927809,0.374138648,9.9355371,2.385680323,1.232598026,0.00030192,1.19922835,0.191476824,0.637833688,1.58E-05
P23,F,89.26880206,0.150028591,91.47255752,0.034575078,-0.001503149,-0.045571544,0.148513673,1.094789357,2.684712268,59.86629661,0.111481883,0.260760493,0.142990715,0.275111089,0.013899824,0.369242678,7.875137091,0.031475642,1.20938952,0.00017464,1.13188925,0.019124108,1.336520037,3.93E-06
P23,G,82.84128558,0.002206369,97.1373523,0.032194022,-0.002043189,-0.040782669,0.258384745,1.100481883,3.984599217,61.38236277,0.114751965,0.282155303,0.26437266,0.27230779,0.141162669,0.356778162,8.385607481,0.488415342,1.162383102,0.00017495,1.11400349,0.000235255,0.857705036,9.45E-06
P23,H,89.99326319,0.001447113,99.62243576,0.083265404,-1.85E-06,-0.120928873,0.597562302,2.975754585,8.830714515,63.12690877,0.118682037,0.279194298,0.049036846,0.255164013,2.85E-05,0.375153052,3.080022812,0.000103777,1.14393251,5.09E-05,1.04595705,4.58E-05,0.099274468,1.33E-05
P24,A,91.00009301,-0.295011663,90.27520107,0.05881036,0.002560382,-0.034410101,1.906675216,9.685441542,70.55962469,859.5517163,0.116197355,0.323973012,0.392271103,0.371031852,0.074527938,0.327980208,6.364259958,0.20272226,1.081498602,0.00027227,1.62734535,0.195445822,2.466843417,0.13383812
P24,B,91.81759183,0.299620693,120.6171522,0.067454284,0.006479366,-0.077739044,2.319770683,9.542990231,26.30876124,477.6033811,0.135273627,0.343610446,0.061331825,0.262092565,0.034959893,0.303494241,3.894692898,0.058305114,0.877632746,0.00011245,1.26531416,0.013480016,1.3650441,9.53E-05
P24,C,90.61074513,0.130708267,99.13359327,0.155191918,0.000197388,-0.150006175,2.434645289,6.679131658,26.80589524,104.0865082,0.116057515,0.28296687,0.067773743,0.345220943,0.019276786,0.363634702,2.179163694,0.051554529,1.325686694,0.00010814,1.441111035,0.046998407,0.36301828,5.25E-05
P24,D,93.96537156,-11.16583123,97.86218544,0.054564262,0.008218057,-0.062670697,3.405113192,10.370355,93.63889438,666.7496258,0.118425421,0.324463756,0.886828758,0.41539629,0.446177431,0.377195532,5.305562019,1.565181846,1.216154543,0.00024038,1.775799,2.650714415,0.198783978,0.11983708
P24,E,97.34368599,-7.401503027,94.56532055,0.041162643,0.007583316,-0.031582029,2.963300873,10.17963523,68.17538246,498.7810906,0.119276177,0.343723145,3.441715814,0.524578325,0.599910536,0.672407847,9.47305584,3.986467871,3.486064483,0.00092038,4.1880938,2.66508075,4.450088175,0.40817336
P24,F,92.67675177,-0.621593648,95.76135297,0.049188496,0.001529345,-0.054850634,1.811006013,8.449207046,16.19681816,106.230291,0.110210966,0.290829003,0.180722473,0.317845344,0.022285121,0.362314862,6.271368027,0.085836213,1.219447347,0.00016088,1.4005378,0.276654295,1.745065999,0.00010749
P24,G,90.75565038,0.456760151,100.8170129,0.069716683,0.002530403,-0.075791167,1.546352755,5.830609635,19.04986788,118.006864,0.11768381,0.306009112,0.048738425,0.296506186,0.028823079,0.319478083,4.197037458,0.089051933,1.02834263,0.00011203,1.14319946,0.032842886,1.108423633,6.09E-05
P24,H,84.11526045,-4.331031651,106.8715793,0.038448333,0.004043898,-0.054654545,1.952257417,10.44021763,39.97122778,591.1875852,0.124178563,0.326256894,0.966541819,0.399786779,0.163677101,0.514492964,7.309008598,0.594843695,2.294240047,0.00049741,1.67590331,0.52999891,2.183302876,0.0172323
P25,A,91.78358125,0.293252647,93.21015125,0.189070106,0.015378886,-0.13317574,0.90175714,2.943177871,13.90867969,65.94374096,0.120567559,0.331129258,0.094815123,0.387645559,0.033312997,0.323246322,2.031748056,0.049085075,1.226806728,0.00010281,1.63973039,0.0111198,0.297115696,1.51E-05
P25,B,93.17615327,0.399291634,109.838483,0.056916081,0.007128531,-0.052185139,1.041442354,7.585753099,21.83843068,378.7733761,0.134920592,0.355836388,0.23377731,0.29445924,0.041366933,0.380813288,5.328083277,0.060773324,1.001908565,7.69E-05,1.20361857,0.030304807,1.031434173,0.00515821
P25,C,93.13301123,0.152694961,98.4175463,0.120009548,0.015519583,-0.137139012,0.403570685,1.925755104,5.930142312,64.77121405,0.121289185,0.297617407,0.026582265,0.293095697,0.046284036,0.342420471,2.476014853,0.079922533,1.119635915,5.03E-05,1.1161135,0.013457918,0.030573212,5.63E-06
P25,D,91.73240122,8.260775764,116.5004471,0.080697938,-0.022411615,-0.077240196,1.780053566,5.765300783,21.34260321,66.16891031,0.135288598,0.340946331,0.180909693,0.277369481,0.098623565,0.339727609,3.386697292,0.339226912,1.024674173,0.00011071,1.05638812,0.306551679,0.788250198,6.11E-05
P25,E,87.37326426,-1.389458058,124.121487,0.065615999,0.008009229,-0.071579021,2.963148201,9.693255776,39.55874303,518.6402521,0.133176978,0.331290145,0.374831252,0.313654722,0.1667999,0.325371021,4.322594166,0.608209106,0.970253168,0.00018319,1.23634591,0.948960981,1.189353717,0.00021406
P25,F,92.01900183,0.127127437,93.26870807,0.06354912,0.006574504,-0.078658189,0.863849015,4.8264,13.00714449,66.80175177,0.117406009,0.281362311,0.040905718,0.271222292,0.039185114,0.334565222,4.227174282,0.074076894,1.097175626,0.00011436,1.11362825,0.01630727,0.475816466,3.25E-05
P25,G,91.45278349,0.291834594,112.0013875,0.048747247,0.003761422,-0.056568463,0.459841582,1.858176925,6.352638597,66.57331584,0.134387166,0.344441608,0.128799795,0.297672843,0.023370454,0.344081972,5.759992599,0.034260961,0.994949921,0.00012151,1.27982519,0.009898336,1.226261109,1.66E-05
P25,H,90.71918709,1.225307517,122.8826449,0.090392486,0.001767258,-0.091386714,1.501265739,4.814089696,20.84339821,116.0204436,0.133425634,0.323038666,0.088431968,0.316084235,0.041321205,0.340270019,3.465269327,0.150738874,1.045036127,0.00025998,1.35676151,0.09319945,1.090792501,4.95E-05
P26,A,90.55184649,0.002832143,116.0628314,0.049216887,0.002422239,-0.06839144,1.147377567,3.789905982,12.75005368,65.63870214,0.118706057,0.308138348,0.320903805,0.359510744,0.018004056,0.407249549,5.873069525,0.033746012,1.276156969,0.00011438,1.690300096,0.000262661,1.86616486,5.70E-05
P26,B,89.49786818,0.00102663,103.6605042,0.028540227,-0.000853412,-0.027346844,0.227673414,2.119724165,3.534180395,66.74595383,0.1206831,0.265751282,0.14018576,0.270708801,0.009292662,0.257987154,8.868609428,0.018436128,0.9605064,0.00015694,1.18880874,5.81E-05,0.0104579,1.13E-05
P26,C,91.77763386,0.003322667,112.2251966,0.090805661,0.004319308,-0.079533903,0.886190042,3.734121771,12.75859577,120.1667156,0.124287298,0.306351861,0.08910264,0.347828492,0.035387568,0.326248698,3.596786499,0.078381624,1.086205364,7.69E-05,1.552714795,0.000163642,1.196983786,2.69E-05
P26,D,60.17215223,-10.2872013,108.9311787,0.009448878,-0.00299467,-0.012948402,1.886904381,9.873989893,22.18858005,507.2408214,0.122186761,0.359422102,2.367160949,0.466454014,0.459425092,0.45312408,29.20131087,1.472601007,1.182474463,0.00069732,1.67627411,6.925570088,5.851326702,0.00069538
P26,E,76.92457194,-13.56789489,113.0782062,0.021730965,0.0007046,-0.02261808,1.539124416,9.814018028,18.40338983,545.7471043,0.125191061,0.352985718,0.726073484,0.350703046,0.361601935,0.316583295,13.31117511,2.213132282,0.961751491,0.00029681,1.52846001,5.697505446,0.59735627,0.00018714
P26,F,89.99079079,0.003500224,108.8850006,0.023085587,-2.14E-06,-0.02123728,0.170132012,0.564503717,0.395274117,3.514103976,0.114656913,0.299039853,0.70051883,0.385143217,6.02E-05,0.387416107,13.67274141,0.000224085,1.116644061,6.44E-05,1.19361309,2.99E-05,0.003965378,0
P26,G,89.76109548,0.005476162,123.7327592,0.03929933,-0.000202638,-0.047544936,0.368019466,1.161450279,4.396257026,61.59179538,0.117473961,0.362525296,0.192309253,0.360977614,0.010471874,0.328318195,6.885729551,0.029525058,0.986342296,0.00010203,1.21112018,0.005171299,1.15254042,9.32E-06
P26,H,88.96750813,-0.368854378,107.0604315,0.133403474,0.010679656,-0.107271932,1.909108955,9.718838581,41.11020058,552.5080697,0.114519469,0.284694156,0.456707887,0.397202693,0.098199903,0.392773549,2.957719326,0.438920336,1.276956713,25.427249,1.76756479,0.17555368,0.54520773,0.00010267
P27,A,91.35084928,1.467952381,86.21625298,0.052525166,0.000140249,-0.02082769,1.447232725,9.98160324,20.19867468,650.8869057,0.114356442,0.356220326,0.581532721,0.387648337,0.0250273,0.409545784,7.497225285,0.096439109,1.483750054,0.00013838,2.094999712,0.222817403,1.239690434,0.00012342
P27,B,89.70300311,0.211992701,94.09576354,0.046572626,-0.001371774,-0.042399353,0.145614032,1.087941492,2.973903063,65.32992267,0.127724021,0.33066386,0.107400714,0.290058431,0.009176232,0.294073535,6.288664103,0.023082104,1.002394791,0.00014554,1.00512042,0.011244517,0.150008639,5.53E-06
P27,C,89.90197813,0.066259028,107.8121368,0.068646911,-0.001460138,-0.072112834,1.464374456,7.47326897,14.3582447,125.8365594,0.128038461,0.345461863,0.044823794,0.293302052,0.009025629,0.320531876,4.354746342,0.020598096,0.946522555,0.00011001,1.1287438,0.003486086,0.84086685,6.10E-05
P27,D,91.82123184,-8.612922809,118.879426,0.024772406,-0.000938602,-0.026674107,1.301440224,5.794402652,15.61708819,93.8001485,0.113013449,0.423571919,0.950453851,0.365675599,0.06639775,0.740192508,11.70031977,0.207384635,1.943541936,0.00021632,1.87588331,0.426177162,2.190206613,0.00014117
P27,E,79.52275949,-23.67694586,102.3118856,0.031386306,-0.001807352,-0.030894548,3.180346778,10.45550633,41.20906913,519.704276,0.128108347,0.383663892,2.347703431,0.319168916,0.638699637,0.679345636,9.447983742,2.219773632,1.265265832,0.00046723,2.41704979,3.143787165,1.163670019,0.09749059
P27,F,27.84989699,-41.47619529,-29.29133442,0.026091276,0.000424841,-0.029771619,1.530829975,10.15587046,14.08350181,464.0775044,0.131769413,0.438433678,0.732987598,0.302682032,0.04925339,0.650690542,10.39679384,0.228825037,1.733355245,0.00029642,1.19253829,1.686051692,1.243896229,0.00013174
P27,G,89.70843291,-0.425477362,108.8004895,0.032071496,-0.000492575,-0.035231668,0.268291791,2.122130007,5.113475191,63.34536528,0.13473988,0.3739171,0.179611704,0.277226442,0.009136416,0.366888054,8.582798243,0.020037337,0.929836233,0.0002127,1.06478562,0.014906417,0.823976428,1.43E-05
P27,H,90.50615411,-3.450749893,122.1658187,0.046304132,0.000314846,-0.052693151,3.342154586,10.63515904,74.46386419,471.7457264,0.137554951,0.327222714,1.178979149,0.290100889,0.454474618,0.363935138,5.771688938,1.683585565,1.411816705,0.00050186,1.71731837,1.54494718,1.01758813,0.14578156
P28,A,89.46727238,0.637845352,126.0629795,0.087093657,-0.006449455,-0.090286925,2.644857744,9.643315881,34.07957739,511.672049,0.125062754,0.321919686,0.08552437,0.337301665,0.023202312,0.331805232,3.361457825,0.032274153,1.112424661,0.00016695,1.55070732,0.092057674,1.535884016,0.00078666
P28,B,88.28263991,-1.52824766,96.27603425,0.077137718,-0.002547,-0.05862418,0.52824842,2.818162048,7.215877203,64.12563325,0.119418802,0.311956845,0.201990841,0.377374373,0.017859236,0.293455447,4.645219088,0.059682731,1.084974476,0.00013634,1.46694664,0.080844659,0.788036942,1.47E-05
P28,C,90.39991553,-0.114727267,117.052173,0.081381673,0.002106491,-0.100738369,0.54172409,2.98606142,9.602245039,64.81564853,0.13500022,0.317159843,0.010106664,0.269178908,0.012244639,0.331175717,3.307669401,0.026337313,0.938041574,8.43E-05,1.04696559,0.00564772,0.623470635,1.42E-05
P28,D,41.03147348,-45.44054208,87.8358923,0.03827246,-0.031449782,0.022871302,1.427983728,10.21502076,15.63680624,472.2160486,0.084069071,0.257692836,1.097075677,0.471741755,0.437028196,0.387854162,7.734876871,1.320781441,1.674965388,0.00016616,2.05826184,1.646842695,0.312815055,9.96E-05
P28,E,84.2045677,-6.726924427,119.8665257,0.028228099,0.005194697,-0.030976432,0.818199473,3.468816925,9.90237018,65.27664755,0.130635828,0.312921818,2.334741235,0.365056581,0.500805857,0.382743008,9.859050512,2.310852855,2.018985941,0.00041637,4.22091991,1.168283621,4.962693056,4.03E-05
P28,F,89.00080267,-3.636811625,139.6295334,0.039566924,-0.002346766,-0.050538674,1.78862488,7.79609708,18.15221462,106.8578721,0.106701078,0.358245356,0.56567853,0.320048862,0.020663424,0.527907975,6.660697937,0.082038122,1.278896883,0.00014861,1.95320739,0.266110183,2.837094695,0.00010927
P28,G,86.793858,-2.658124055,110.6999523,0.059180908,-0.001572846,-0.056124751,0.257017787,1.188411283,4.328685971,60.13129785,0.133346114,0.335866736,0.106766614,0.327642818,0.024068581,0.324068287,5.4754529,0.064232758,1.026473066,9.13E-05,1.33198855,0.069068012,0.929108127,6.94E-06
P28,H,90.03318336,-0.536885844,129.0992672,0.108829162,0.000485841,-0.115145726,1.77233413,9.537039565,17.5790416,107.5046799,0.131046906,0.316996956,0.109318265,0.323087907,0.02228943,0.36048768,2.972788811,0.07434794,1.082575742,0.00025429,1.551934758,0.025975373,1.458849087,4.58E-05
P29,A,81.23451952,0.067559699,64.96604073,0.059340899,-0.004759338,-0.056012465,0.809984468,4.797214811,9.260237134,63.08260536,0.088982294,0.278394614,0.332915151,0.380153485,0.16924854,0.402404203,6.409816504,0.42771325,1.383844237,9.89E-05,1.79623855,0.005437206,1.816714544,3.34E-05
P29,B,82.40798839,0.446863424,92.77996441,0.036891019,-0.011414427,-0.038358995,0.299212788,1.862001843,5.335592493,63.52329223,0.111813952,0.261153527,0.130632023,0.328887158,0.134391259,0.360108834,8.843194246,0.274763074,1.260211554,0.00019335,1.37092152,0.024773565,0.408854932,1.80E-05
P29,C,88.77784949,0.001465999,97.82201562,0.041737486,-0.00405267,-0.054311298,0.439362358,2.123814229,7.426241011,61.13377823,0.117206576,0.276966052,0.116431677,0.268382829,0.026261931,0.366063071,6.425683498,0.036212622,1.149039737,0.00015832,1.0464665,0.000132988,0.727871751,1.98E-05
P29,D,93.1054754,1.736232443,90.69176758,0.021661645,-0.002762178,-0.026690411,0.654087939,3.723615752,9.687868215,64.34990292,0.113059815,0.295691677,0.532837692,0.275764055,0.256475252,0.362057042,12.74642134,0.638409195,1.188649952,0.00032433,1.08609969,1.205222128,1.338386592,6.18E-05
P29,E,90.11525951,0.018237035,111.9224253,0.020570826,0.000473922,-0.022432419,0.31335001,1.884176559,3.246973229,61.05241492,0.124030973,0.303032947,0.722286702,0.365921664,0.037454853,0.381463875,13.73407078,0.111983179,1.529583377,0.00025115,1.468734363,0.020339348,1.623486467,1.60E-05
